segment,region,adr,occupancy,satisfaction,service_quality,cleanliness,value_for_money,likelihood_to_return
Upscale,Resort,217.5349731798003,81.37525093405829,4,3,5,1,3
Budget,Resort,117.6142475884434,49.43536738583352,3,4,1,2,4
Midscale,Urban,151.21900763064255,72.53653197686431,3,2,3,2,5
Budget,Resort,88.26887394721922,81.99410971500126,3,1,3,4,3
Midscale,Suburban,126.35675482603683,85.24275494294496,5,3,1,2,4
Luxury,Suburban,216.6272656342391,84.61054893018863,5,5,5,2,3
Midscale,Suburban,168.43822056706705,79.2060967971556,3,4,3,1,5
Budget,Urban,85.09154852687784,80.88952966021087,2,3,4,4,4
Upscale,Resort,137.80925427377804,66.23288672408559,4,3,3,3,5
Budget,Urban,134.30213252178515,68.62769129430554,3,3,2,1,5
Midscale,Urban,125.03369045802889,65.87600247382004,4,5,4,2,3
Midscale,Urban,154.82377294649004,79.71187857187536,3,3,3,4,2
Budget,Urban,105.64355174508225,74.85354811451174,4,3,3,4,3
Midscale,Urban,167.40780155345357,80.63548250772138,4,3,4,3,3
Budget,Suburban,47.41834940191682,75.8057497171899,2,3,2,4,2
Luxury,Resort,250.27346021880183,91.62369760190394,5,5,4,2,5
Budget,Urban,126.62422500447204,92.48475876640762,4,4,3,3,4
Luxury,Suburban,206.03581331235148,65.1500858836277,4,3,4,1,5
Midscale,Suburban,71.65764705317136,77.21388041909087,4,2,4,5,3
Midscale,Urban,159.4492373752464,70.29704148417889,3,5,3,3,4
Luxury,Urban,258.36854311024075,94.44252426102757,4,4,5,1,5
Midscale,Resort,216.9551056097228,85.67178173319198,4,5,4,2,3
Luxury,Urban,268.59024056586696,92.65972874885418,5,5,5,1,5
Midscale,Urban,131.17268149096756,62.88395070338257,3,4,3,2,3
Luxury,Resort,264.3203862526288,81.39582372742002,4,3,3,1,5
Upscale,Urban,232.11521683259164,95.41305502558252,2,5,3,1,5
Budget,Urban,69.6268028942128,64.13072453657205,3,2,2,4,2
Luxury,Resort,295.4240511327728,71.8650643812898,5,5,5,1,4
Budget,Suburban,84.0420003811584,71.92768063528374,5,4,3,2,4
Budget,Suburban,55.67985170901058,65.54446805306968,2,1,2,4,3
Luxury,Suburban,268.3929469956084,89.06799773400111,5,5,5,3,5
Budget,Resort,101.30861338828899,69.8310276696223,3,4,3,1,2
Upscale,Resort,209.5132035535991,76.29402139737994,4,3,3,1,4
Luxury,Urban,269.6907100979115,67.29897410062614,5,5,4,1,5
Midscale,Resort,218.07814933663397,82.26261597041515,5,4,3,2,4
Budget,Suburban,85.37880595786892,80.15761297358435,3,5,4,1,5
Budget,Resort,163.28870072830216,63.69470516104913,3,4,2,3,4
Upscale,Urban,171.78593441994562,91.36728272775524,3,5,2,3,4
Upscale,Urban,146.3639923304119,66.56749136654315,2,3,2,2,5
Budget,Suburban,92.23391962956492,78.24699272701058,3,5,3,4,3
Budget,Suburban,29.288275007846956,72.90808578870406,2,2,2,5,1
Luxury,Suburban,196.4447409026358,69.11358730572758,5,5,4,3,4
Midscale,Suburban,125.26925505595821,69.48887720042515,4,3,3,4,3
Luxury,Suburban,228.60558433328396,88.6342219529064,5,3,5,1,4
Luxury,Suburban,251.1754820414915,79.38807116221717,4,5,4,2,5
Upscale,Urban,225.82936853169377,77.40864794506746,5,4,4,1,4
Luxury,Resort,302.81862206651505,91.39891319513141,4,5,5,2,5
Budget,Urban,109.55824952767244,78.18934289747577,3,3,3,3,3
Luxury,Resort,293.80046534071585,79.3898240769454,5,5,5,2,5
Budget,Resort,123.62066629595296,76.85043908053474,2,4,4,3,4
Upscale,Resort,252.7098071431318,66.78902259029515,5,5,4,1,5
Budget,Suburban,71.30973456130229,75.46139142448085,3,2,2,4,3
Luxury,Suburban,250.1785957983911,100,5,4,5,3,5
Midscale,Urban,116.49709299518717,72.42437632832778,5,4,3,2,2
Midscale,Suburban,110.98105592118162,68.85696050347379,1,4,1,4,4
Upscale,Urban,140.05931679539776,89.35096298147805,4,3,4,2,4
Budget,Resort,123.46824004207616,83.28352809877245,3,3,4,3,3
Luxury,Resort,242.7930808465072,93.89430108173612,4,5,5,1,3
Luxury,Urban,256.6781403892923,86.19115582878432,5,5,5,1,4
Upscale,Suburban,153.99707814290878,80.25659019246983,5,3,3,2,3
Budget,Suburban,94.30048193979377,80.66057855791502,4,2,3,4,5
Upscale,Suburban,143.9442137278814,67.19885319365375,5,4,3,2,4
Upscale,Resort,193.39553892131264,80.42706456876705,2,4,4,3,5
Budget,Urban,50.67465722937555,76.43010520747426,2,3,2,4,3
Upscale,Resort,225.50954251875726,97.68639698579484,4,5,3,1,4
Upscale,Urban,217.21679045626618,87.25999252140463,5,5,4,3,5
Upscale,Suburban,154.34806902630913,92.54075046388434,3,3,2,1,4
Upscale,Resort,247.0059484878336,80.46707099392893,4,5,5,1,5
Upscale,Resort,199.7560986139602,69.57738208313934,4,4,5,4,4
Midscale,Urban,114.94194895040053,66.45612481945247,2,2,3,2,4
Upscale,Urban,195.72863498184367,64.93921853667703,4,4,2,2,4
Midscale,Suburban,127.15711348736232,57.12388634557135,3,4,3,2,4
Upscale,Suburban,122.66199068394398,71.13494166127356,4,4,3,3,3
Luxury,Urban,219.10916495793262,73.95587087380864,3,4,4,2,5
Midscale,Resort,161.1604970225138,90.6181819748517,4,4,5,3,4
Budget,Suburban,82.01088217823198,57.01849254106734,4,4,2,3,5
Luxury,Resort,221.3878406410931,80.44508527452201,3,5,5,2,5
Luxury,Urban,217.34531251143798,74.41413152134538,5,5,4,2,4
Budget,Suburban,77.6942484903756,79.68036418290734,3,3,3,3,4
Upscale,Resort,232.21836143041793,87.01809823874574,3,5,4,2,5
Luxury,Suburban,220.47661026423813,70.4210618373072,4,4,4,2,5
Luxury,Resort,310.0105592646545,80.70082019575018,4,5,5,1,4
Budget,Suburban,54.65533955929433,70.02667423994096,3,2,2,4,2
Midscale,Suburban,105.8326046847983,63.711531373137774,4,2,2,3,4
Budget,Urban,133.74356852864508,76.52737110512179,4,3,4,3,3
Midscale,Resort,157.96106593559625,72.67177840548784,3,5,3,3,5
Luxury,Suburban,230.64682755212766,72.7288634618293,4,5,4,1,5
Midscale,Urban,117.50323232338452,64.52434244369971,4,3,3,2,5
Budget,Urban,101.67526510975362,74.6487741574762,3,3,3,2,3
Budget,Suburban,53.89336038251989,72.9440617165606,3,3,2,2,1
Luxury,Suburban,185.0140120764428,70.9591591800866,4,4,4,1,5
Midscale,Urban,115.73770319901978,90.62871809125203,3,3,3,4,2
Luxury,Suburban,224.03377273527025,67.35151339134346,3,5,4,3,4
Upscale,Urban,194.09079364942855,75.87047476834239,3,4,3,1,5
Budget,Resort,146.7008974086106,68.59525747859924,3,4,3,2,5
Midscale,Urban,140.9633556705509,84.19884133365292,3,2,3,4,4
Budget,Urban,96.8148318917706,85.03022643698358,3,3,5,2,4
Luxury,Suburban,257.6533347423267,55.69408976168799,5,5,3,1,5
Luxury,Urban,320.37640982646457,77.01281906027138,5,5,5,1,5
Midscale,Suburban,107.8640562592199,55.28029524587306,4,3,3,3,4
Luxury,Resort,309.4496397634397,100,5,5,5,2,5
Upscale,Resort,222.15457162199667,80.27884333682812,4,5,4,2,5
Midscale,Suburban,108.09885054065894,78.71236089347035,3,3,3,3,3
Midscale,Suburban,61.97787375122568,72.6457853135104,3,2,3,3,2
Upscale,Urban,165.81118136242435,61.06348693209312,3,5,4,4,4
Budget,Suburban,56.08140169247439,56.39684722888845,3,2,1,4,3
Midscale,Urban,112.24482040641352,83.30399941340896,2,4,4,4,3
Luxury,Urban,230.96875150983948,82.85910086958515,5,4,5,2,5
Upscale,Resort,199.67686287624852,70.6885016971384,4,4,4,2,5
Upscale,Resort,233.79723586201004,65.0649877606433,4,5,5,2,5
Budget,Resort,96.99548683746202,80.80386281689564,2,4,3,3,3
Upscale,Resort,212.9543779490245,69.46025919713209,3,3,4,2,5
Budget,Urban,94.92518011600596,70.80808464635471,3,2,3,1,2
Budget,Urban,119.82749497887474,82.67630424462088,4,4,3,2,3
Upscale,Urban,190.96092103689986,68.80233998217251,5,5,3,1,4
Budget,Resort,115.79592520454952,61.389802069817634,2,3,3,3,3
Budget,Resort,105.3952647753602,93.54246565174816,3,4,5,2,3
Upscale,Resort,232.29746666294574,74.06430059016591,5,5,5,1,5
Luxury,Suburban,258.4833269012119,98.2627629042866,5,5,4,1,5
Budget,Resort,120.4860620867025,70.15746433392476,3,5,4,2,5
Budget,Suburban,151.79456877353647,80.34340486051474,3,3,3,2,3
Budget,Resort,119.92516969566344,80.02884438604491,3,4,2,3,4
Luxury,Suburban,303.09559875329495,70.35212144812974,4,5,5,1,5
Luxury,Suburban,226.65301194836775,71.69473355271785,5,5,5,2,5
Luxury,Suburban,190.73232344583027,96.29333370384228,4,4,5,1,5
Midscale,Urban,104.38083549573064,73.9384725295761,3,3,3,3,3
Midscale,Suburban,88.21325142280496,84.13401847697456,2,4,4,2,3
Midscale,Suburban,146.96019956106477,59.48327531956103,5,4,3,2,3
Luxury,Resort,322.58308255315455,92.23419540707108,5,5,5,1,5
Midscale,Urban,149.94021482403355,72.96828236324063,3,5,1,3,3
Upscale,Urban,197.71238231420259,76.14856701221032,4,5,4,2,5
Upscale,Resort,196.5761176840489,72.4907444429258,3,4,5,2,4
Midscale,Resort,143.08311009080248,74.99677722035025,3,5,2,3,4
Luxury,Urban,242.05242244600907,81.59967682592102,4,5,4,3,5
Budget,Resort,98.23625012747587,56.59693476184254,4,3,5,4,4
Luxury,Urban,246.50193875379188,71.84389082010593,5,5,5,2,5
Upscale,Suburban,144.43275580103406,80.29543435380467,4,5,5,2,5
Budget,Suburban,83.213436239064265,72.10921598843298,3,4,3,3,4
Upscale,Urban,209.27046679235102,79.41351219140809,4,3,5,3,5
Upscale,Suburban,200.07951886087625,75.01404686137025,1,4,4,2,5
Upscale,Urban,128.78446615926953,87.3338261648867,4,4,3,3,4
Budget,Suburban,82.37799204748134,73.31492853786972,2,5,1,5,3
Luxury,Suburban,222.03828804276833,78.08819490995823,5,5,3,3,4
Midscale,Suburban,103.34023493624252,81.03473412442301,3,2,3,4,4
Upscale,Suburban,118.95739725154385,97.72060566791811,3,4,4,5,4
Upscale,Suburban,159.17804862985284,81.81364027089782,4,2,4,2,4
Luxury,Urban,240.5998223627327,91.22019735012069,4,5,5,2,5
Luxury,Suburban,238.8939857061982,71.29855712125256,5,5,5,1,5
Budget,Suburban,42.179770395178494,72.42467106440165,3,4,3,4,3
Budget,Suburban,156.14979945499468,71.31383152761154,4,4,4,1,5
Budget,Urban,80.44752832480026,82.16488436821012,4,4,2,2,1
Luxury,Suburban,222.9449172166989,80.35975931833453,4,5,5,3,4
Upscale,Resort,179.28084521721104,83.5911007307506,4,4,5,1,4
Upscale,Suburban,151.87067508590496,100,4,3,3,1,5
Luxury,Urban,313.3563651352073,75.95506255170262,5,5,5,1,5
Luxury,Suburban,220.32769792671644,84.34579446715604,5,5,5,1,4
Luxury,Resort,295.2550964454762,71.52105874739188,5,5,5,1,5
Budget,Urban,76.50550562160214,65.75231317316728,3,2,1,2,3
Budget,Suburban,108.45908970039969,85.40756652163212,3,2,2,2,4
Luxury,Urban,271.7087899541525,80.03606791037052,5,4,5,2,5
Midscale,Suburban,92.08417430752874,77.2133031407513,2,3,4,3,1
Luxury,Suburban,235.7609736215504,72.2670992236943,3,3,4,2,5
Upscale,Urban,180.32840771715576,75.91227138407616,3,4,5,1,5
Upscale,Urban,202.71771166269576,68.2311380598983,4,5,3,2,5
Midscale,Suburban,89.76508506638345,79.52506027092276,4,3,3,3,4
Luxury,Resort,291.58039649208433,72.5104876244781,5,5,5,1,5
Budget,Suburban,109.57945902510065,71.19033819842032,3,3,3,2,3
Upscale,Urban,221.5690406992102,74.54928305871832,5,5,4,2,3
Budget,Suburban,77.62481281962546,74.65700438071896,4,2,3,4,2
Luxury,Urban,268.34191587035536,76.70422862020001,3,4,5,1,4
Luxury,Suburban,240.5375752234668,66.67017047496307,4,5,4,2,5
Budget,Urban,122.45949389106619,77.69937124224455,3,4,2,3,3
Upscale,Urban,199.64817867154053,85.61503215913149,5,5,5,3,5
Midscale,Resort,175.15225293270754,93.71107017139947,3,3,3,2,4
Upscale,Suburban,175.94528818806947,62.50975989456491,4,4,5,1,4
Upscale,Urban,195.69484609278135,92.07856329740845,5,3,3,3,5
Luxury,Resort,298.01123560201717,71.67953769376926,5,5,5,2,5
Upscale,Urban,191.44598391811573,75.78978458806202,5,4,2,2,4
Midscale,Urban,165.28215965650588,64.50063764458628,4,3,4,2,4
Budget,Resort,109.29371568168139,89.65733544095482,3,4,3,2,4
Upscale,Suburban,164.84427355593053,77.99019620562153,2,4,4,2,3
Luxury,Resort,280.8116027964046,80.80533176224135,4,5,4,1,5
Luxury,Resort,253.1461361464068,84.49424487978936,3,4,3,2,4
Upscale,Suburban,189.97064974345074,100,5,5,4,2,4
Midscale,Suburban,80.93916966498278,66.67282653362523,3,2,2,3,4
Midscale,Resort,192.62823052905958,82.18346009938874,5,4,4,2,5
Luxury,Resort,253.2883381070621,81.10233286555358,5,5,5,1,5
Luxury,Urban,235.44791336042147,81.12773776071946,4,4,5,2,4
Luxury,Urban,281.52221227686783,92.4112310299413,5,5,5,2,5
Midscale,Resort,157.95637682080178,78.34679822784268,4,3,4,1,5
Luxury,Suburban,183.87022901741005,76.56691541324714,5,5,4,2,3
Upscale,Suburban,197.58550955334383,81.05965489576553,3,3,5,2,5
Upscale,Suburban,97.78681422990394,66.77400700550442,3,2,3,4,3
Midscale,Resort,142.68684946699187,94.45762468033118,2,5,4,1,4
Budget,Suburban,31.991516418091926,89.87718054473072,1,2,3,2,2
Luxury,Urban,245.800812447151,71.86678075803165,3,5,4,1,5
Luxury,Resort,282.21702822827734,62.40588867120066,3,5,5,2,5
Budget,Suburban,61.66148061274422,91.98342247243839,2,2,1,3,1
Budget,Suburban,55.52864625224217,77.1445959993331,2,3,3,2,3
Midscale,Suburban,105.90510360676917,60.170509895633245,5,2,4,4,3
Budget,Suburban,76.7291352689502,64.96052066465636,3,2,2,5,1
Midscale,Resort,138.60601044782496,65.24886715059259,3,5,4,1,4
Midscale,Suburban,58.12859433373116,73.63945173382965,2,2,3,4,3
Upscale,Urban,166.8538533928011,73.92074039271014,5,4,4,3,4
Upscale,Suburban,112.39105521814545,88.24359224375539,3,3,3,2,3
Upscale,Suburban,175.88346834665222,95.65176372916827,3,4,4,4,4
Luxury,Urban,306.75395969823313,91.36597163015108,5,5,5,1,5
Upscale,Suburban,131.36345153796796,75.04229351017895,3,4,3,1,4
Midscale,Suburban,87.8641138957373,84.69125572220179,3,4,3,2,3
Midscale,Urban,118.1116524828208,67.2483413574771,5,4,3,2,4
Midscale,Resort,179.70976140853955,70.6914054463485,5,4,2,3,4
Upscale,Urban,190.78361709935473,77.87555567552063,4,3,4,1,4
Upscale,Resort,222.22369539859844,77.03387330256086,4,5,3,2,5
Upscale,Suburban,179.28674696727995,69.41827243967214,5,4,3,3,5
Budget,Urban,106.19586521672842,77.95997208648589,4,4,3,4,3
Upscale,Urban,201.19579095345733,71.79839764772552,3,5,4,1,5
Budget,Resort,90.93586836946338,84.97981890241991,2,2,4,5,5
Upscale,Urban,188.4552929474041,74.02521704487894,5,3,4,3,4
Midscale,Suburban,94.59741338582702,70.17459604666305,1,4,3,4,4
Luxury,Urban,227.37926740930922,78.45613854602098,4,5,5,2,5
Luxury,Suburban,200.7753914243395,91.65023406361763,4,3,3,1,5
Budget,Urban,123.44023869293068,81.04835826974033,2,3,4,2,2
Budget,Urban,67.48632532410238,76.34158367659654,4,3,3,4,3
Budget,Resort,109.89179933095748,84.64645954793642,3,4,3,4,2
Upscale,Suburban,184.56412623063198,66.5399156044579,4,4,5,2,4
Luxury,Resort,288.2314873287848,92.99657885592474,4,5,5,1,5
Budget,Urban,116.30868083635973,74.73988703489975,3,5,3,2,3
Midscale,Suburban,118.28448395287025,60.29634060307534,3,1,4,4,4
Luxury,Urban,256.27811657067406,74.36954589188515,4,4,5,2,5
Budget,Suburban,15.007060551011172,66.94377939999077,2,3,4,4,3
Upscale,Suburban,144.77903712758692,90.98753972215914,4,5,5,2,3
Luxury,Suburban,195.5423007483135,57.847301178133165,3,5,5,5,4
Upscale,Suburban,150.547892853294,72.55278210958419,3,4,5,2,3
Luxury,Urban,311.35267682792374,72.8052187473515,5,5,5,1,5
Upscale,Suburban,163.45563508159722,79.23414983660962,4,4,3,2,3
Luxury,Suburban,212.02134305616622,78.66274262782619,3,5,4,1,5
Midscale,Suburban,132.21731101638704,85.84461108233813,2,5,2,2,5
Luxury,Resort,292.2843232118674,91.60186774787272,5,5,5,1,5
Upscale,Urban,187.9912482723556,84.64635053469019,5,4,4,1,5
Midscale,Suburban,104.30921873688214,92.12881597709885,3,1,3,4,3
Budget,Urban,96.36286041923796,63.03764695953369,2,2,2,4,3
Upscale,Suburban,158.21449936061762,71.40324221973528,3,5,4,3,3
Luxury,Resort,295.48825611622266,91.46550417470074,5,5,5,2,5
Midscale,Suburban,113.19141690617188,68.69701805247875,4,3,3,2,3
Midscale,Suburban,94.31558385755041,61.28021825316999,2,3,3,3,4
Budget,Urban,120.85928734844742,78.33439670458007,4,2,3,2,4
Midscale,Urban,122.5399012922093,83.04601314458337,3,3,3,4,4
Budget,Suburban,102.73101205471787,68.94257921394663,3,3,2,4,4
Midscale,Urban,115.49555932779091,47.69717834350824,3,4,2,2,4
Upscale,Suburban,178.6996275686386,66.17843869593439,4,4,4,2,5
Upscale,Urban,221.44491551702018,66.3030458683032,5,4,3,1,5
Midscale,Suburban,140.55458380944498,69.25007557548055,5,3,2,1,4
Midscale,Suburban,107.19597893248694,70.37867763802606,3,2,3,3,4
Luxury,Suburban,247.30500357335558,89.83641986339832,4,5,5,1,5
Luxury,Suburban,176.5589625036218,62.83216186725283,5,4,5,2,4
Budget,Resort,131.10589960100583,69.13414260746134,3,4,2,2,3
Luxury,Resort,277.2678281410525,73.70254568597751,5,5,5,2,5
Midscale,Resort,174.99561639456104,91.29054106181057,3,4,4,2,4
Upscale,Resort,212.71897684220954,63.59291211448818,4,3,5,3,4
Midscale,Resort,192.36992246541936,62.23751280451681,3,5,3,1,5
Upscale,Suburban,155.73373110854862,86.62491175621302,3,4,4,2,3
Budget,Resort,138.34348796740184,75.87521312582419,4,3,4,3,4
Luxury,Urban,257.3510979595196,74.46911938888786,5,5,5,3,5
Midscale,Suburban,126.39406429878022,67.84208513280876,4,4,5,2,4
Upscale,Urban,159.21834766576765,50.519778762265446,4,5,4,3,4
Budget,Suburban,85.16423785097915,76.11886124659578,2,3,4,2,2
Luxury,Urban,250.2602385942028,78.59048003068878,5,4,5,2,5
Midscale,Resort,169.87037550327605,87.8339881356309,3,4,4,2,5
Upscale,Resort,188.11703628056128,72.76372486603468,4,5,4,2,5
Midscale,Suburban,123.54102280314599,85.03213598632006,4,4,4,5,4
Budget,Suburban,144.78813318328326,78.31608317853937,2,5,3,3,5
Upscale,Resort,248.51301266214668,87.35102066528661,5,3,5,1,5
Upscale,Suburban,184.5094698726194,59.420637320583296,2,4,4,3,5
Luxury,Urban,244.52462579045843,89.69811235483391,3,5,3,1,4
Luxury,Resort,288.1215116566742,89.35473785445255,5,5,5,1,5
Upscale,Urban,186.04154172634776,90.57718029618663,5,4,3,1,3
Budget,Suburban,20.3717776298273,70.25725513757101,2,3,2,2,4
Luxury,Urban,253.99580257256565,69.31146494525822,4,5,5,1,5
Upscale,Resort,202.08654884331835,76.66371509940258,4,4,3,3,4
Midscale,Urban,137.75924210319286,83.05780303552312,4,3,2,3,4
Midscale,Urban,126.69982515732386,83.88367782481191,4,3,5,2,5
Midscale,Urban,156.29572399407792,89.54840797035298,3,5,4,1,3
Upscale,Resort,257.96451449257165,79.65494156793152,5,5,5,1,5
Budget,Resort,148.89142878359615,91.7416378643199,4,4,5,1,5
Budget,Suburban,86.50462947921147,65.57605186632604,3,3,2,3,3
Midscale,Urban,141.37672718958842,48.86069896381418,3,3,4,1,4
Midscale,Urban,141.8933095068658,77.96386763846503,4,5,3,4,5
Luxury,Urban,288.9380645453297,81.20275049059663,4,5,5,1,5
Upscale,Suburban,192.04122248494133,64.64132369782551,3,4,5,4,3
Midscale,Urban,125.20132857255818,76.38691654679722,3,2,4,3,4
Midscale,Suburban,133.74508373758044,62.98883550116979,3,5,4,2,4
Budget,Resort,90.42225537314272,65.2625806837437,3,3,4,2,4
Upscale,Resort,180.18353488053134,91.19998912945213,4,5,3,3,3
Budget,Resort,159.89458336985774,45.814555870959985,5,3,5,3,2
Upscale,Suburban,160.9234817125447,79.63532018223759,3,5,2,3,4
Upscale,Resort,210.84455248583183,73.86522571934249,5,5,3,1,5
Upscale,Urban,214.47557549209893,72.35745372900523,5,5,4,3,5
Upscale,Resort,205.08358534635374,79.50947897025439,5,4,4,1,4
Midscale,Suburban,88.83339031293701,68.72633383684237,3,1,3,2,3
Midscale,Resort,163.45893312465515,71.1990106223239,4,4,5,3,4
Luxury,Suburban,187.28416659925628,63.617646535396446,2,5,5,2,5
Luxury,Suburban,218.18834741150042,94.71977304932949,3,5,4,2,5
Luxury,Urban,256.0814959766446,89.29705725846895,4,5,5,2,5
Budget,Urban,63.93593288011026,59.87162418281059,3,4,3,1,2
Budget,Suburban,74.61910839844161,69.84855334103023,4,3,4,3,4
Luxury,Urban,241.68167243390315,86.26116181741874,4,5,5,2,4
Luxury,Resort,307.85193833086834,76.68021849488768,5,5,5,2,5
Luxury,Suburban,222.9739490881751,79.36763061839638,2,4,4,1,5
Upscale,Urban,162.72499308379585,77.67980908950817,5,4,4,2,5
Midscale,Resort,165.9805684434317,92.94485969303736,4,4,3,1,5
Budget,Urban,98.66955789856223,66.09686364823943,1,3,1,3,3
Midscale,Urban,141.0079470558058,83.31006062996569,4,5,5,3,5
Midscale,Resort,165.38636860865435,70.6812422411003,5,4,4,4,5
Luxury,Suburban,220.14947499660167,76.04113290096802,5,4,4,1,5
Midscale,Suburban,101.83522815515087,73.57549382379824,4,1,2,2,3
Luxury,Resort,296.2000954588728,84.96963238427219,5,5,4,3,5
Budget,Suburban,110.66842540742581,75.49664376723659,4,3,3,2,2
Upscale,Suburban,111.85765566259171,69.66008439762746,3,2,4,3,2
Upscale,Urban,186.6079896871373,77.33722089889103,2,3,5,1,5
Midscale,Suburban,134.49205762322006,77.91102752309568,5,5,3,2,4
Midscale,Resort,130.5197016974829,79.4012864017605,4,2,3,3,4
Midscale,Suburban,139.1703343639168,62.150639430026104,4,4,5,2,5
Budget,Resort,110.51931461756823,72.21204179002687,2,2,3,4,4
Upscale,Urban,207.69380303543352,96.32368569235946,5,4,4,1,5
Budget,Suburban,106.84414445254356,68.59158217664941,3,4,3,4,5
Midscale,Suburban,132.46442083390815,75.81858918229796,4,3,4,2,4
Upscale,Urban,220.35787557663517,88.7715778932455,5,5,5,1,5
Luxury,Suburban,174.80432354025498,64.79296687287237,3,4,4,2,5
Budget,Urban,68.16592990863003,59.534352478060406,3,4,3,2,2
Budget,Suburban,84.53666644723239,85.08334187916563,4,3,4,3,3
Midscale,Resort,137.23048004519617,81.7722518981423,4,5,4,4,4
Luxury,Suburban,216.20313761247616,67.59923406622121,4,5,4,2,5
Upscale,Resort,244.60555616611643,94.56146963493353,4,5,4,3,4
Budget,Suburban,72.91235309307588,82.99604160890631,3,4,2,3,2
Midscale,Suburban,111.13294696207926,91.94060116025213,4,3,3,2,5
Luxury,Suburban,223.86035919961012,66.85824662012615,4,5,5,3,5
Budget,Resort,80.05261203208937,83.61920849216233,2,3,2,3,3
Budget,Suburban,22.985650874290684,71.90104219615228,3,1,2,3,1
Upscale,Resort,204.55584390424067,59.05606729245073,4,4,5,3,3
Luxury,Urban,268.86846987340255,72.30080282724516,4,4,5,1,4
Upscale,Urban,157.02638047117557,83.66846262485087,4,4,5,2,3
Upscale,Suburban,114.8054975710846,82.26391434457851,4,3,2,4,4
Upscale,Resort,241.88772842297757,64.92995371804565,5,5,5,2,5
Upscale,Resort,222.67495877797924,79.03381659711252,4,5,5,3,5
Midscale,Resort,172.05237179224181,58.24157247206881,3,5,5,2,2
Upscale,Suburban,182.92741244437164,86.17007778750303,4,4,4,3,5
Midscale,Suburban,123.86858926058295,79.87904621887432,3,4,4,3,2
Upscale,Suburban,133.61243295997366,92.8152374052071,3,4,5,3,3
Midscale,Urban,171.25387638961385,74.23016219974828,4,5,3,2,5
Upscale,Suburban,128.065998664828,80.12018573372254,4,4,3,4,3
Midscale,Suburban,98.03529198199301,67.03242399227166,2,4,3,2,2
Midscale,Urban,148.33989053085114,66.10779593650693,4,2,3,2,5
Upscale,Suburban,167.02496172877912,86.48800342961727,3,4,5,1,5
Luxury,Urban,274.733387517871,90.22250029734387,5,5,5,1,5
Midscale,Suburban,131.9148019847298,78.58346493206118,2,4,3,2,5
Budget,Resort,99.75819173160019,78.55695294484543,5,3,3,2,4
Upscale,Resort,177.81434280542945,80.28199211401079,4,5,4,2,5
Budget,Suburban,40.80667277620018,75.72373617635114,2,3,3,3,3
Upscale,Resort,224.36207842597847,80.86790110741497,4,3,3,1,5
Midscale,Urban,128.43114308997576,61.943151851618055,3,3,4,2,5
Luxury,Suburban,240.32280321570087,59.6008120332249,4,4,5,1,5
Budget,Resort,149.5745402685381,62.80146111359029,4,5,3,4,5
Budget,Suburban,53.206650578101545,84.59375558147903,2,2,1,4,2
Upscale,Urban,213.11747368328847,67.32686981186463,5,4,5,1,4
Budget,Urban,83.87768710179375,79.35623845563732,2,3,1,3,5
Midscale,Suburban,125.42034712249759,82.9990314758606,4,3,3,2,3
Upscale,Suburban,160.85186495259802,78.27288247473622,3,3,5,4,4
Luxury,Suburban,208.73901380031143,81.58759027778183,3,5,4,2,5
Luxury,Resort,303.6962592932534,88.65279461714287,5,5,4,2,5
Luxury,Suburban,248.06510996668067,95.75239982241334,5,5,5,1,5
Upscale,Urban,168.2848436919261,76.71186251113186,4,4,4,4,5
Luxury,Suburban,230.942545118626,76.14948393447027,5,4,4,2,5
Midscale,Urban,203.05995176070556,71.89117122486925,4,4,5,1,4
Midscale,Urban,121.20343023485239,84.2296961306937,4,3,4,3,3
Midscale,Resort,155.83217843765456,77.26007773162408,4,3,5,3,5
Upscale,Urban,225.0723267461126,89.88269382151167,4,5,5,2,5
Luxury,Urban,232.15755683034854,65.77430231812833,4,5,5,2,5
Upscale,Urban,249.51034091277492,75.42260330041033,5,4,4,3,4
Upscale,Suburban,143.31744638105673,73.22434161181347,3,5,2,1,3
Midscale,Resort,146.96419509194573,80.93203884338703,4,4,3,3,4
Luxury,Urban,259.0361560969894,86.9016691117947,5,5,4,1,5
Budget,Suburban,96.8669105443658,71.72105331807177,2,3,4,2,2
Upscale,Suburban,240.88857041358426,81.9029660978842,5,5,4,1,5
Upscale,Suburban,172.08286587955186,65.30992355937295,3,3,4,3,3
Upscale,Suburban,175.4904054801138,97.34761900877677,2,4,5,2,5
Upscale,Urban,155.66178314267154,73.640265846169,3,5,4,2,3
Upscale,Urban,193.53104347093134,76.75944050774977,3,2,3,1,5
Upscale,Urban,131.00543402322702,71.70860481960167,2,4,4,3,4
Luxury,Resort,273.54316891673164,71.01067241155167,4,5,3,2,5
Luxury,Resort,316.535627349773,91.35065659002008,5,5,5,1,5
Budget,Resort,115.04824875769577,56.43808735891493,3,3,5,3,4
Budget,Urban,98.55893416433078,70.7538795447947,3,3,1,3,3
Luxury,Suburban,230.97611603408674,80.48745268127699,3,5,4,2,5
Budget,Urban,96.90676275916216,59.18635094856429,3,3,3,5,1
Budget,Urban,102.50123955614944,84.78513560387931,4,3,3,3,3
Budget,Suburban,32.21916452469103,66.46696830042403,3,2,3,4,4
Midscale,Urban,127.97821420274317,81.71528308743922,4,5,3,3,5
