adr_usd,review_score,dist_center_mi,room_count,service_score,repeat_visit_intent,loyalty_index
220,8.03,6,300,32.9,24.35200027,6.405396757
199,8.17,3.8,291,58.1,35.04658916,2.302513934
131,7.47,7.2,310,43.2,30.00490481,0.03661753
184,7.68,7.4,296,33.8,21.00095325,0.999823093
185,7.62,2.4,285,42.4,28.01636011,1.16648679
230,9.27,0.2,324,40.3,25.73721571,10.59393803
201,8.75,5.4,204,63,36.04767615,2.540883898
190,8.6,8.6,231,57.1,39.41054467,1.492881871
240,8.92,3.4,232,42.4,28.35314015,17.37446835
180,7.71,5.7,338,32.7,22.19668585,0.91660185
204,8.58,4.9,184,60.5,38.67560764,2.919656273
79,7.14,8,50,42.5,28.0405263,-0.030429673
247,9.09,2.6,112,55.7,30.84424443,24.44563725
180,8.23,5.4,448,61,42.42483139,0.921822824
175,6.98,8,251,51.4,34.56824853,0.656758986
127,8.04,6.4,291,32.1,20.16364929,0.057660362
99,7.85,6.2,204,40.1,33.66301355,0.065237601
147,7.15,10.2,247,40.5,23.05073625,0.173417456
157,7.96,3.8,335,38.6,25.40901587,0.25751533
238,9.34,9.3,279,36.8,24.39438083,15.69307532
212,8.39,4.6,399,42.7,25.40097959,4.428559975
240,8.7,1.5,275,43.8,26.56301695,17.35784729
136,7.7,9.9,161,46.2,22.48162184,0.165945056
109,7.27,8.7,156,40.9,16.85374848,0.034548699
159,8.01,7.5,276,45.9,28.73794468,0.34317653
136,6.88,10.8,202,54.1,33.36244735,0.076188421
91,6.87,10.2,291,47.3,30.97533501,0.041654088
177,8.15,3.3,270,54.8,28.60643426,0.756682462
100,6.55,11,282,37.2,29.81840932,-0.053303411
158,7.87,8.9,248,36.6,30.09429705,0.313577656
130,8.14,6,112,51,30.05732402,0.174800334
249,8.65,1.5,278,48.8,40.12683733,27.01967114
141,7.14,6.8,388,69.7,56.85048287,0.191397428
208,9.04,9.2,383,58.2,40.90791886,3.609868699
181,8.31,8,256,52.7,35.35721869,0.921581581
206,8.68,7.3,318,32,19.35120542,3.245329343
143,8.18,7.5,501,50,29.228088,0.133233248
203,8.3,5.3,341,44.4,36.62360039,2.785447982
182,7.6,3.6,360,47.1,29.30734951,1.035208364
193,8.07,10.4,326,52.4,32.83895114,1.657827393
149,8.38,13,295,38.1,15.29068614,0.240633903
239,8.78,4.9,569,46.1,36.78681477,16.54185976
177,7.52,8.5,349,56.1,34.58794885,0.722068021
170,7.61,8.1,531,48.9,31.36304161,0.586211019
206,8.1,4.7,333,62.9,47.0417886,3.376952718
222,8.22,4.7,356,63.5,37.88748269,7.122859682
140,7.52,14.4,434,63.3,42.24390968,0.168990759
201,8.18,6.2,316,35.6,27.03932828,2.506642269
173,8.14,5,293,43.1,22.56307334,0.69788493
178,7.87,5.2,324,45.8,27.60643908,0.833910758
116,7.62,11,464,45.2,34.95884575,0.121529214
207,8.22,0.3,444,46.2,33.38534462,3.346598842
191,8,7,486,53.3,30.71582459,1.554220345
249,8.94,1.8,315,43.3,28.74918608,26.95327917
214,8.48,2.8,275,46.6,20.03617642,4.814942588
144,7.97,5.7,308,42.1,24.78734266,0.122821689
266,8.64,2.2,252,43.9,24.57541479,62.20762343
152,7.43,8.5,338,53.1,31.7635037,0.257621103
254,9.52,1.3,461,37.3,25.27481806,34.44645872
171,7.73,10.1,440,41.6,26.68965014,0.656376886
78,6.82,11.7,333,41.1,21.90694163,-0.053302874
261,8.81,4.9,449,48.4,32.7274641,48.68396517
127,7.83,7,340,48.4,29.40658319,0.09352527
229,8.34,4.8,326,36.9,30.67707297,10.1186363
227,8.18,6.4,469,66.4,40.67265881,9.12906654
118,7.08,16.8,371,40.6,23.45229118,0.04693273
215,8.74,5.4,399,47.1,28.91002148,5.116086304
172,7.89,3.5,215,35.3,25.47897946,0.538699358
162,7.34,8.2,297,46.7,32.97068553,0.33487297
176,7.33,9,407,40.7,34.54390803,0.760490679
230,8.38,5,302,42.4,24.93156706,10.57565952
244,8.91,2.5,383,36.5,22.24995676,21.16654405
150,7.53,7.5,365,40.2,26.43134232,0.24092492
218,8.99,2,196,48.4,24.66084987,5.877349714
174,8.41,7.1,308,46.1,23.71186989,0.599342165
189,8.32,5,389,63.8,40.66082319,1.412253683
143,6.84,10.7,325,44.5,41.07265553,0.13107486
190,8.17,6,489,35.6,22.83761072,1.476956919
224,8.86,2.4,171,33.6,18.69989958,7.830745586
193,8.23,6.2,210,50,27.19616095,1.74262847
197,8.52,5.9,236,40.7,28.95343882,2.039182865
96,6.86,11.4,421,45.8,23.62121452,0.00324845
127,7.65,9.3,83,63.2,39.44505194,0.085947097
175,8.53,7.6,400,36.7,25.18626656,0.669567214
195,8.52,2.9,342,34.4,29.15291318,1.924387263
217,8.97,2.4,429,53.5,29.95636869,5.526031721
207,8.5,2.6,233,54.6,29.38758714,3.279058644
192,8.28,6.5,298,44.1,32.55630279,1.658510796
152,7.84,7.5,207,51.2,37.90316279,0.270711976
200,8.39,6.4,339,49.5,23.89701913,2.409288009
150,8.09,6,192,41.3,30.90267795,0.232468539
269,8.85,2.2,408,47.5,24.78482903,72.08796472
232,8.42,8.6,341,54.9,25.90357306,11.68694684
207,8.73,6.9,357,72.7,49.60037321,3.322471459
169,8.01,5.4,264,46.1,28.5007377,0.586697348
145,8.38,5.4,316,36.2,16.54381477,0.255074426
143,7.21,10.1,373,35.6,28.68661131,0.200596266
188,7.81,5.6,415,40.3,29.16050207,1.341869107
127,7.38,6.9,184,46.4,31.49819503,0.065209288
119,6.86,10.4,319,37.1,26.86623122,-0.030680267
154,7.84,8.8,260,35.3,29.44713039,0.29184128
230,8.96,1.6,168,38.8,20.69650008,10.58736191
228,8.44,4.7,309,32.1,28.67907137,9.572271254
192,8.21,11.7,274,40,23.22112989,1.564661107
116,7.44,8.7,261,72.7,41.67437135,0.02394532
230,9.01,4.4,252,61.2,39.81820852,10.55544556
235,8.78,4.6,384,37.7,30.06453037,13.53246341
142,7.5,5.7,238,73.5,58.42955498,0.078966049
104,6.66,15.6,348,62.3,41.06940596,0.105957807
211,7.92,2.7,221,36.6,17.79823622,4.162172981
217,8.65,6.5,221,65.6,44.36398145,5.645604495
232,8.43,1.2,340,57.3,26.22952485,11.56321929
239,9.2,0.9,197,58.4,45.04525639,16.47599224
239,9.25,2,277,57.9,46.9190503,16.46487802
164,7.57,9.4,280,31.4,19.01308515,0.35146639
236,8.72,2.7,388,42.4,25.16148104,14.31281423
246,9,3.9,344,46.9,27.98782028,23.20798722
128,7.34,11.7,282,46.5,31.93626872,0.086166511
98,7.25,12.6,213,56.6,25.09782263,0.058386248
158,7.99,10.3,313,54.2,36.42874275,0.316087517
206,8.07,2.6,395,39.5,30.06985829,3.211678612
267,9.8,0.2,284,53.1,30.87822913,65.43434645
151,7.28,10.1,201,60.1,42.60130676,0.226239668
181,8.02,5.3,261,42.6,22.33535416,0.898834545
251,8.36,5.7,506,49.8,36.03752232,29.6988545
160,7.63,7.2,297,43.7,31.18948845,0.443263997
152,7.84,10.1,388,64,37.41253069,0.194759827
257,8.85,2.2,213,38.5,22.64215072,39.89302938
195,7.72,8.3,293,49.7,29.725506,1.921900661
202,8.33,2.3,320,52.5,35.84275446,2.689594619
216,9.21,2.1,121,34.5,19.66920242,5.255809166
101,7.72,10.6,369,49.8,35.36852939,-0.078529451
270,8.78,0.3,376,50.4,28.93651197,75.7767953
195,8.42,2.4,243,46,26.42950448,1.952207508
165,7.42,9.3,396,34,29.55380749,0.465218604
188,8.28,7,357,57.1,33.97502008,1.318589584
146,8.12,7.3,371,44.2,30.07310075,0.128539828
124,7.27,4.7,419,51.4,27.94967037,0.071255593
211,8.18,9.4,281,33.9,23.95668582,4.170840774
189,7.79,2.4,145,31,29.52447179,1.442434259
219,8.48,3,249,35.3,28.94124629,6.150045324
165,7.94,8.8,363,49,28.78373398,0.478380105
140,7.61,8.4,306,42.3,27.9756796,0.08520497
250,9.36,1.8,255,47.6,28.98001771,28.32313441
144,7.33,12.2,379,38.9,24.94653052,0.191341353
228,8.4,2.6,344,34.5,22.2966382,9.654606981
202,8.98,1.4,422,41.9,31.89915377,2.577157871
212,8.34,0.2,289,41.6,29.45657197,4.378187069
90,7.27,9.3,227,52.6,26.60843546,0.041278106
174,8.11,5.9,345,55.1,38.69305251,0.602188815
169,7.52,6.5,205,58.6,30.20557932,0.551669583
151,7.25,8.3,237,48.1,39.91902502,0.176301551
203,8.07,5,437,41.3,21.47005271,2.859895622
182,8.78,5.5,272,54.8,32.87001447,1.026924102
98,6.46,9.7,299,59,31.53252049,0.054517048
232,8,5.3,401,48.7,31.89449048,11.69934024
149,7.41,9.4,197,33.8,26.61084683,0.240498018
259,8.74,4.4,253,32.5,20.80560903,44.18779266
188,7.66,8.8,409,44,30.81400183,1.441548856
254,8.69,1.3,302,41.3,30.99011794,34.499418
136,7.54,11.6,177,46.7,37.70639455,-0.008341288
235,9.07,2.1,201,37.8,17.33982678,13.55389124
156,8.21,7,320,36.3,21.16805318,0.288680239
200,7.85,9.2,241,37.7,33.20384631,2.415813013
164,7.75,5.4,291,58.4,38.3987428,0.44102713
227,8.56,4.2,178,37.1,27.48572162,9.194687771
122,6.96,11.6,318,39,18.57618181,0.026397701
225,8.36,3.7,124,35.8,20.88394175,8.272842828
224,8.93,5.4,310,56.6,34.10025072,7.909715658
247,9.15,0.2,333,54.8,33.57154655,24.4247162
132,7.26,11.3,243,39,22.27830582,0.090082396
229,8.93,1.4,282,56.9,25.48720927,9.991214151
83,6.69,11.5,273,34.3,16.08475822,-0.04831281
113,7.53,8.1,293,51.4,31.75683236,-0.032794944
139,7.26,8.2,356,53.5,30.93610784,0.077981772
192,8.2,6.8,332,48.1,33.64977813,1.60059717
274,9.13,0.2,304,44.5,34.9816703,92.27722264
226,8.96,3.1,206,32.4,23.61422375,8.754426461
213,8.54,2.3,386,33.7,24.45420935,4.556891523
124,7.05,9.7,366,43.4,15.80152923,0.007860306
150,7.13,10.5,455,38.3,27.38235819,0.155177784
186,8.8,4.6,434,40,21.35913497,1.19667528
217,8.59,2.6,160,44.7,24.96729814,5.579905787
123,7.95,2,227,33.5,19.37555002,0.079113969
210,8.16,6.3,574,33.4,28.25029903,3.947123456
220,8.54,2.5,283,62.7,48.56884341,6.37693062
182,8.08,3.1,264,53,24.14088445,0.995428286
253,8.99,1.7,399,35.4,15.82836696,32.90448259
202,8.25,2.9,233,41.7,28.0161741,2.733663169
220,8.72,4.7,356,43.5,23.22490063,6.441406923
189,8.47,5.9,449,40.4,24.10108933,1.333559845
228,8.65,4.2,192,35.3,32.50244832,9.728011425
129,7.04,9.7,364,71.1,44.26434363,0.065667035
207,8.42,4,193,45,33.59828157,3.414674816
196,8.33,10.6,395,47.8,25.19042895,2.011804864
70,6.59,9.6,200,43.6,30.66410424,-0.076648563
233,8.73,7.8,351,38,31.33748956,12.24634988
124,6.74,11.7,223,51.8,24.19431971,-0.019319865
226,8.19,5.2,186,40.3,22.54876713,8.670666081
163,7.9,6.2,296,58.9,39.58144106,0.398753656
245,8.93,3.4,318,50.3,30.80913727,22.09335554
102,7.01,10,149,43.1,29.71270645,0.049056051
108,6.63,11.4,263,31.9,17.75245452,0.040736766
223,9.23,0.2,377,52.9,32.15285402,7.465975749
277,8.73,2.5,303,35.4,17.01727398,106.9366898
197,7.91,7.9,384,52.3,36.14297277,2.128534745
204,7.89,6.9,304,33.2,14.72841773,3.003532828
92,7.17,6.3,316,72,54.95754354,0.001317084
231,8.27,2.5,289,51.3,29.62030139,11.12745422
194,7.64,5.6,412,37,24.94447242,1.799948469
176,8,5,468,37.4,30.89098248,0.816543651
158,7.55,5.6,307,60,40.49932126,0.363431603
172,7.89,10.2,385,42.9,27.5220829,0.653242732
144,8.05,11.7,363,60.7,34.41775756,0.139933587
164,8.41,7,374,34.9,25.96958871,0.43127477
123,7.28,6.7,190,56.5,39.71328737,0.075097609
188,7.97,6.9,444,60.2,37.50050776,1.291152791
188,8.68,2.2,345,39.1,21.47681817,1.25682123
246,8.82,0.6,367,64.9,49.72358944,23.31084281
170,8,8.8,300,35.1,20.62438046,0.477770892
191,8.4,5.6,518,41.1,26.06955672,1.556869423
144,8.4,5.5,332,49.7,30.04561091,0.166813018
131,7.76,10.1,126,35.9,17.16992153,0.10960829
210,8.96,4.6,523,35.5,22.33124478,3.97266101
149,7.14,9,379,51.4,23.47517237,0.160672906
115,7.79,5.8,82,49.6,33.05753895,0.0863833
155,7.33,8.4,398,46.2,29.34983969,0.351973191
184,8.6,5.8,285,43.7,19.91777099,1.147419587
193,7.99,2,461,40,22.94899408,1.620513023
171,7.62,4.6,324,54,34.09283833,0.652154148
218,9.15,3.1,410,62.9,42.38034176,5.870938579
277,9.31,1.9,197,30.1,27.33055523,106.9516192
164,8.46,6.3,245,34.2,16.97731343,0.44371436
176,8.42,6.1,347,48.5,28.40342178,0.739636259
124,6.77,9,404,45.1,27.09833374,0.053939096
196,8.3,4.8,261,47.9,33.95023694,2.041734008
191,8.28,4.7,252,65.3,43.2244387,1.592365335
249,9.43,2.4,372,48,34.85517459,27.02913854
124,7.35,7.6,121,49.2,22.9688921,0.17684859
212,8.84,4.6,280,33.3,26.51670738,4.406048341
137,8.19,10.2,223,32,18.63470936,0.119728547
233,8.73,3,408,34.3,25.00939969,12.17222918
180,8.11,5,155,37.6,29.49714499,1.040907675
275,9.02,2,212,54.4,33.62282516,96.88468183
215,8.76,4.2,435,38,17.29744481,5.186759832
131,7.28,12.9,279,42.2,34.69205783,0.100147099
255,8.97,4,406,44,31.45094219,36.31693794
141,7.76,10.5,315,47.8,34.41878108,0.127649242
148,7.7,6,435,50.6,33.02526556,0.213419848
265,9.34,0.2,153,38.7,22.58224847,59.27263401
133,7.83,7,338,38,33.68719657,0.080523985
220,8.73,8.4,328,49.9,27.5694154,6.474835392
139,7.57,8.8,469,50.2,25.65907597,0.171304674
118,7.58,10.8,334,34.1,14.45476693,0.032884723
206,8.56,0.5,231,47.6,33.2317473,3.153557261
235,8.41,3.7,270,50.7,37.36634726,13.54252048
266,8.9,6.1,287,46.7,23.35310875,62.27630514
208,8.3,0.2,396,45.1,27.89500772,3.622748699
243,8.76,5.5,182,45.3,20.86225785,20.11636531
171,7.99,5.9,415,71.3,52.36058252,0.497570263
167,8.41,9.3,290,33.6,22.90354284,0.496647292
176,8.09,8.3,426,58.9,47.61877198,0.792863523
216,8.28,6.5,468,33.1,22.0389254,5.387329817
263,8.93,3.3,309,52.7,22.24767672,53.69914689
133,7.92,8.8,251,61.8,40.99785137,0.07373539
86,6.74,13,289,43.4,29.59194131,0.083295386
240,8.63,0.2,298,46,24.06924265,17.24694869
219,8.94,3.6,243,53.6,31.30879224,6.147993723
189,8.21,9.1,225,60,40.52904441,1.433821776
219,8.43,2.5,273,60.8,43.72519808,6.088946533
239,8.01,3,498,65.6,58.60783293,16.51263352
165,7.98,7.2,203,54.1,23.67249574,0.527305603
218,8.32,0.2,312,54.1,38.93347553,5.873538344
173,7.83,7.2,263,46,24.93048328,0.628426657
163,7.38,4.4,450,50,26.64753576,0.41655677
140,6.83,7.2,260,50.1,40.86902261,0.112791938
172,7.92,7.4,416,36.6,21.85634909,0.652192672
205,7.86,3.4,453,31.8,17.30596765,3.144432705
270,8.96,2.1,284,57.9,45.37152144,75.78274501
288,9.28,0.2,216,31.8,29.77906041,183.6064056
204,7.79,7.6,262,76.3,47.91581482,2.884567029
260,8.63,1.8,337,39.7,30.6919953,46.31313315
152,7.99,7.9,237,50.9,28.70815637,0.26855401
173,8.33,8.7,208,47.1,33.79676053,0.5444391
162,7.8,5.7,276,46.8,29.36031719,0.279643698
173,8.41,7.9,385,44,27.95935766,0.609660367
221,8.14,5.4,188,41.2,25.79381311,6.827273122
170,7.62,8.9,192,56.4,31.34656319,0.508558116
136,7.12,9.2,257,45.3,22.68447733,0.148448718
161,8.01,7.4,359,35.6,20.62561394,0.372681907
134,7,8.3,401,51.4,21.71765107,0.085826348
268,9.59,1.3,431,60.6,43.44045844,68.72438653
230,9.06,1.2,422,30.3,24.46484091,10.61731687
143,7.67,7.3,301,55.9,37.91606749,0.124598902
224,7.99,5.5,219,44.7,31.25189994,7.901379294
178,8.17,3.5,321,41.7,26.36100023,0.85379519
159,7.38,8.6,280,31.2,29.08272628,0.340476942
68,6.99,11.2,160,57.6,29.69521779,-0.029226816
110,7.27,7.4,372,51.4,40.54906223,0.071744914
163,8.11,10,286,70.8,49.95472233,0.450457996
168,7.89,6.7,282,42,22.89121914,0.516130373
170,7.31,10.2,426,49.1,26.35807034,0.561441652
176,8.28,4.5,304,61.3,24.57900414,0.740689309
230,8.38,2.2,365,40.9,22.53878066,10.70596941
110,6.52,7.7,230,45.9,34.97538015,0.04280058
208,9.04,3.2,377,42.1,23.29511229,3.584011211
274,9.4,2.1,289,39.9,23.5762033,92.13271149
182,7.29,9.2,290,42.6,26.39744291,0.921735912
165,7.86,6.9,321,63.6,36.21999177,0.429528742
281,9.64,2.8,486,45.6,27.92562258,130.1817688
213,8.44,6.3,128,54.4,32.96437184,4.607104323
236,8.42,3.7,349,42.6,22.024069,14.27655911
215,8.47,6.8,329,33.5,27.67550843,5.058315476
223,7.8,0.6,367,48.5,28.7798076,7.57191594
295,9.1,3.3,457,46,31.18865923,259.096151
193,7.85,8.6,384,37.1,21.97671513,1.657273432
231,8.83,4.3,91,41.8,27.82061042,11.07068675
163,8.23,2.4,439,48.7,36.33677244,0.429926036
150,7.81,8.3,186,45.7,28.35426714,0.20311623
263,9.34,0.2,232,44.1,31.63834112,53.74988585
170,7.56,7.1,182,40.7,18.10914696,0.540851098
155,7.17,7.9,284,51.4,37.93931105,0.235446897
170,7.67,9.3,289,38.3,22.70093176,0.53581879
127,7.61,8.5,206,38.6,27.55623141,-0.025755036
173,8.09,4.5,278,40.8,28.37021121,0.583868596
126,7.32,6.6,82,43.3,33.11602701,-0.008435334
248,8.7,2.5,344,65.4,43.72854615,25.73757422
193,7.53,7.7,351,50.8,39.49856753,1.687829064
189,8.74,5.7,281,44.5,24.57411785,1.450421665
262,8.91,0.2,297,38.5,24.32085277,51.20862757
134,7.96,8.7,162,50.5,22.02421895,0.084769588
203,8.86,6.2,214,66.4,46.09695134,2.823076917
83,7.76,12,274,46.3,24.83779949,-0.0798712
249,9.37,0.7,284,40.8,24.66718543,26.93869194
216,9.16,3.8,435,53.8,34.37175409,5.326311625
141,7.4,11.8,382,50.2,31.70963265,0.148089104
223,9.23,0.4,204,55.6,33.12674674,7.473216594
249,8.82,2.9,279,54.2,39.51641156,27.11386837
243,8.94,5.2,327,53.8,29.82545537,20.06261742
139,7.75,5.9,406,32.3,28.09811267,0.123875135
255,8.69,0.2,442,33,25.45406738,36.27250602
190,7.66,7.2,343,39.1,32.76899458,1.480773313
193,8.53,7.9,336,41.7,26.8147039,1.685517199
137,7.87,9.7,448,45.4,33.24895786,0.161624773
152,7.62,9.6,448,54,39.42693259,0.309462251
168,7.85,7.4,423,52.3,31.61589136,0.500831947
204,8.58,4,177,53.5,29.93707261,2.978591432
207,8.34,4.4,371,66.1,42.41439518,3.414676753
218,9.06,3.4,181,66.3,37.97049526,5.924564137
189,8.47,8.4,293,38.4,20.25015748,1.353140302
153,8.03,5.4,264,49.7,23.22793607,0.356255949
149,7.02,7.4,285,44.4,22.35990278,0.167139034
188,7.65,4.2,297,44.6,33.40037873,1.270293985
180,8.22,9,382,57.9,33.68267824,0.888776083
225,9.28,6.4,435,48.9,23.33693088,8.294883018
196,8.52,4.7,478,38.3,28.91122762,2.071957215
124,7.08,7.6,271,46.4,29.81523765,0.103262739
234,9.28,0.6,514,37.1,15.99216374,12.90905468
227,8.57,3.5,241,57.8,32.61226289,9.074679697
147,7.8,10.7,235,54.1,30.67381669,0.135529574
223,9.03,4.2,498,43,24.50720868,7.503022253
163,8.11,8.3,328,38.8,25.03928251,0.52046249
216,9.31,4.2,332,56.9,30.52330247,5.230489504
163,8.17,8.8,397,42.9,24.33014108,0.449363917
207,8.46,1.4,258,32.2,24.86884832,3.393185665
153,7.37,9.7,248,53.9,41.27739159,0.323512483
171,7.74,7.4,338,47.4,41.70591439,0.525215307
198,8.32,5.5,245,37.5,34.95678685,2.203725227
109,7.55,11.3,375,36.6,29.28614105,-0.027383741
168,7.81,5.2,200,34.9,22.02551297,0.547492467
157,7.3,6.4,173,67.5,48.22970624,0.366625338
227,8.88,0.6,479,53.8,32.35956227,9.241689923
152,8.25,6.2,304,54.4,38.84782809,0.268565017
170,8.2,5.2,375,60.2,45.05455135,0.646399732
213,8.86,5.2,273,42,19.12768832,4.655581895
186,8.89,2.3,515,51.7,35.30663608,1.210810971
140,7.98,6.9,287,48,26.21141989,0.150597409
190,7.81,6,188,33.5,31.76226308,1.433474534
265,8.99,1.7,309,53.8,30.19965078,59.252676
255,9.18,0.8,206,48.3,19.59043154,36.30106461
117,7.26,6.8,291,38.1,25.69375161,0.067960277
183,8.21,8,273,36.1,18.06672117,1.073277618
210,8.49,4.4,204,38.6,23.42289397,3.911283146
155,7.6,7.9,385,57.9,28.67657845,0.234815841
232,8.85,5.1,395,59,44.77142542,11.65507397
162,7.35,9.6,389,32.4,20.88594312,0.393724749
127,7.49,8.1,248,35.8,10.74169419,0.017350424
165,7.66,8.4,301,62.8,42.38327667,0.461514472
219,8.69,8.4,280,44.2,24.3730741,6.114014401
152,7.97,5.9,277,35.4,27.51176363,0.320111507
214,8.17,5.7,482,46.3,30.75078179,4.847835399
231,8.51,3.4,192,41.6,31.29073045,11.09708587
114,7.8,11.2,417,34.6,23.77286456,0.047338533
188,7.6,3.9,177,41.9,23.33647022,1.325613796
147,7.81,8.1,306,48.4,24.98122808,0.197388859
97,7.06,10.6,333,30.7,26.18003661,0.027470128
187,8.28,10.9,241,47.6,21.1371215,1.228068078
149,8.17,6.5,167,58.6,33.91867887,0.157749903
205,8.13,4.5,421,45.5,26.5484557,3.114190616
186,8.36,5.3,237,38.4,13.60319814,1.299357312
236,9.13,1,300,31.9,25.53524954,14.28971462
199,8.08,10.7,391,54.4,32.08802713,2.276042933
131,7.11,8.5,421,45.6,36.20757652,0.122711066
236,9.06,2.3,239,35.9,20.80991231,14.23305536
164,7.47,8.1,254,44.6,25.56147033,0.427678381
245,8.8,0.2,274,48.8,40.46233457,22.17460908
116,7.22,11.6,324,47.2,33.72190665,0.167705933
243,8.43,4.3,301,45.6,29.56547915,20.02627248
169,7.18,8.3,311,58.8,34.50896533,0.532684296
209,8.18,4.4,132,62.4,33.74867341,3.683995142
189,8.27,9.1,324,35.7,21.09213161,1.440440468
186,8.18,4.9,50,41.1,33.86216232,1.27223514
146,7.51,6.6,331,38.3,30.60785648,0.242532351
221,8.26,6.8,289,51.6,27.33232141,6.711296117
156,8.27,4.2,290,48.6,33.42357978,0.299040654
209,8.09,9.2,454,78,69.88591574,3.852662504
171,8.35,4.3,337,73,46.58808087,0.561474546
148,7.69,8.7,50,53.4,24.22505016,0.177238784
266,9.09,3.6,396,42.9,22.25928296,62.24748874
186,8.09,6.6,353,35.4,18.87902652,1.235655654
133,7.75,8.5,246,44.3,28.30685221,0.123088013
135,7.9,5.1,253,58.4,38.26966001,0.165005953
229,9.06,0.2,321,42.5,22.28623138,10.08452515
112,7.07,8.7,256,62.1,37.21475455,0.041794594
148,7.24,10.5,143,42.6,26.72411529,0.312246204
128,8.21,9.5,350,49.4,33.35107626,0.091801944
220,8.76,4.5,385,43.6,32.37467974,6.490292739
217,7.79,6.2,268,60.4,32.60085313,5.524745084
191,8.42,3.5,396,35.6,21.45262598,1.556928041
203,8.36,4.5,361,44.5,22.18177373,2.797816664
215,8.42,2.1,251,47.9,38.99941708,5.067470805
203,9.18,1.4,349,47.1,38.72852186,2.780112089
180,8.16,4,445,31.2,16.53127345,0.871981192
142,7.4,10.4,368,60.4,37.66082282,0.103807367
183,8.79,4.2,384,42.4,28.41895746,1.039684526
116,7.1,10.4,334,49,33.28408925,0.107340077
131,7.07,10,184,47.3,33.64246958,0.133869252
192,9.09,2.4,365,70.4,43.45129099,1.617263641
160,7.23,5.2,373,67.2,39.50307751,0.254632303
150,8.21,6.3,340,38.7,21.8278895,0.165033055
240,9.17,3.4,188,69.2,46.18394862,17.30745706
216,8.56,3.9,307,43.8,30.66242183,5.328682783
229,8.55,3.2,420,40.1,14.45496907,10.05616917
169,7.03,8.8,250,39.7,21.22996608,0.627972337
143,8.2,10.5,278,47.1,28.48542068,0.133282276
273,9.56,0.5,321,47,23.54060864,87.76989195
163,7.96,5.4,410,50.4,33.16698975,0.385748096
109,7.31,11.3,420,35.7,23.47422894,-0.022675073
116,7.28,9.2,320,39.1,13.61198378,0.04674123
230,8.31,2.7,358,40.2,19.88915972,10.6095803
172,8.75,6,253,42.4,21.53480312,0.629302034
261,8.83,2.2,353,37.3,20.57132328,48.5978183
214,8.68,0.2,190,35.7,22.07880981,4.835841396
185,7.9,7.2,230,43.6,33.29713006,1.174503287
143,7.87,9.1,199,44.9,22.40299911,0.075840231
243,8.51,3.6,402,40.9,25.42512687,20.13330521
109,7.44,13.4,418,45.5,26.54570165,0.06680235
185,8.46,8.6,368,34.4,14.26831735,1.273961751
204,8.18,6.7,150,54.4,26.71828895,2.958313214
177,7.53,9.2,383,44,28.9061943,0.784335815
179,7.56,8.5,239,61,37.96736586,0.867656368
123,7.45,15.1,491,34,18.06985895,0.058421403
171,7.8,10.1,230,50,33.56441617,0.4897517
121,7.84,9.7,220,49.2,28.58594517,-0.033769285
111,6.93,13.4,184,42,30.40080599,0.026568972
118,7.27,9.4,242,31.5,22.20914035,0.013904262
257,8.89,2.5,275,30.3,19.36149649,39.98854479
107,6.81,11.5,217,36.6,20.29999573,-0.080551545
72,6.38,13.9,265,55.6,35.17425933,-0.070462539
196,8.46,7.8,305,42,27.48437931,1.935701983
166,7.48,12.2,333,53.2,30.33901731,0.504563525
161,7.76,6.5,441,33.3,20.72789681,0.301088908
126,7.27,8.3,222,37.1,24.65492962,0.0236907
146,7.38,5.4,284,37.1,24.17470311,0.17424293
196,8.33,3.5,492,77.5,57.7539448,1.974638837
218,8.65,3.5,500,43.7,24.05477087,5.881062235
117,7.36,10.2,50,43.9,23.42069667,0.156149169
189,7.84,6,236,39.6,27.59257182,1.354718488
162,8.26,6.2,322,42.7,25.91206711,0.358686474
209,8.1,1.6,283,39.3,26.96541091,3.747156034
194,8.9,2.2,295,45,29.15614668,1.879903947
93,6.11,18,390,56.3,33.88606498,-0.025911873
218,8.21,4.2,251,61.3,31.09516872,5.869637031
147,7.59,12.2,295,47.9,25.04363228,0.218188142
136,7.43,10.4,376,53,29.5391394,0.05118174
165,7.96,4.5,347,44.5,26.14437842,0.516171193
60,6.7,15.2,335,43,30.29949937,0.036266873
176,8.07,3.1,410,38.7,33.00029317,0.690760232
205,7.69,5,257,37.2,24.44905553,3.121939822
186,7.96,7.5,198,41.3,25.82828937,1.20673936
229,8.67,5.1,293,63.3,39.09387266,10.10496097
240,9.21,1.6,284,36.9,24.83182195,17.32584633
166,8.24,9.3,264,43.8,31.08113299,0.508786416
177,7.84,8,303,38.8,23.27481219,0.71444412
199,8.06,9.1,337,43.9,21.29361015,2.281140472
249,8.77,3.7,361,35.2,22.52389991,26.96716589
260,9.18,5.2,282,45.3,29.46537694,46.29299309
128,8.14,8,325,34,32.38072961,0.018249246
157,7.82,3.1,312,58.8,33.39365593,0.291537351
217,8.72,3.5,273,49.5,28.83119114,5.585248484
222,8.17,5,115,41.1,34.69987285,7.023253318
159,7.99,8.7,223,73.3,48.38803112,0.374691448
191,7.99,3.5,89,46.8,25.4791727,1.569271526
232,9.36,1.9,395,49.3,29.27383548,11.81411464
208,7.64,5.4,323,46.2,20.61629422,3.626185825
79,7.06,8.9,260,68.1,43.39231803,-0.016037676
