adr_usd,review_score,dist_center_mi,room_count,service_score,repeat_visit_intent
192,8.28,6.5,298,44.1,130.5299359815717
152,7.84,7.5,207,51.2,143.28107965392203
200,8.39,6.4,339,49.5,140.37830915281722
150,8.09,6,192,41.3,124.05825250918322
269,8.85,2.2,408,47.5,136.93816694983266
232,8.42,8.6,341,54.9,151.6457027863487
207,8.73,6.9,357,72.7,185.16696324791877
169,8.01,5.4,264,46.1,134.61236178287703
145,8.38,5.4,316,36.2,118.01982172308634
143,7.21,10.1,373,35.6,109.39802452056398
188,7.81,5.6,415,40.3,119.5953060671725
127,7.38,6.9,184,46.4,129.63333931544815
119,6.86,10.4,319,37.1,105.4678647536978
154,7.84,8.8,260,35.3,111.38077068777643
230,8.96,1.6,168,38.8,121.97853163861646
228,8.44,4.7,309,32.1,105.08651414927786
192,8.21,11.7,274,40,118.2259484146834
116,7.44,8.7,261,72.7,182.0004750067075
230,9.01,4.4,252,61.2,165.75187772996657
235,8.78,4.6,384,37.7,118.50593895934432
142,7.5,5.7,238,73.5,182.0648000244728
104,6.66,15.6,348,62.3,161.27517896589137
211,7.92,2.7,221,36.6,112.76799494558408
217,8.65,6.5,221,65.6,176.59989015454477
232,8.43,1.2,340,57.3,151.54660065948468
239,9.2,0.9,197,58.4,161.89360434001034
239,9.25,2,277,57.9,160.69903541681586
164,7.57,9.4,280,31.4,98.20414764126818
236,8.72,2.7,388,42.4,131.4932183084482
246,9,3.9,344,46.9,135.96943616046104
128,7.34,11.7,282,46.5,130.33678052081603
98,7.25,12.6,213,56.6,151.1428725711594
158,7.99,10.3,313,54.2,148.70638037683608
206,8.07,2.6,395,39.5,117.59948904500897
267,9.8,0.2,284,53.1,157.08233161344833
151,7.28,10.1,201,60.1,156.94117616368166
181,8.02,5.3,261,42.6,123.1730041872359
251,8.36,5.7,506,49.8,138.62390190479584
160,7.63,7.2,297,43.7,129.72343486898632
152,7.84,10.1,388,64,165.84299370916312
257,8.85,2.2,213,38.5,117.53885669216392
195,7.72,8.3,293,49.7,139.0665187255073
202,8.33,2.3,320,52.5,147.2704605121218
216,9.21,2.1,121,34.5,112.34233132855482
101,7.72,10.6,369,49.8,134.31408717283608
270,8.78,0.3,376,50.4,144.4673949656828
195,8.42,2.4,243,46,136.37879258341883
165,7.42,9.3,396,34,106.3722480703643
188,8.28,7,357,57.1,154.61412515167603
146,8.12,7.3,371,44.2,127.33162353683124
124,7.27,4.7,419,51.4,139.69213351350106
211,8.18,9.4,281,33.9,109.0147066944323
189,7.79,2.4,145,31,102.20942349338546
219,8.48,3,249,35.3,112.2084040994222
165,7.94,8.8,363,49,139.49870810640618
140,7.61,8.4,306,42.3,120.9883769453275
250,9.36,1.8,255,47.6,141.33891059976008
144,7.33,12.2,379,38.9,115.9316290474518
228,8.4,2.6,344,34.5,112.97994321725425
202,8.98,1.4,422,41.9,124.82299059709322
212,8.34,0.2,289,41.6,125.11438081403232
90,7.27,9.3,227,52.6,142.76755802346926
174,8.11,5.9,345,55.1,147.84835137301874
169,7.52,6.5,205,58.6,155.76125119975043
151,7.25,8.3,237,48.1,130.7936514592064
203,8.07,5,437,41.3,124.99050602432884
182,8.78,5.5,272,54.8,154.57696406420527
98,6.46,9.7,299,59,151.83810458999122
232,8,5.3,401,48.7,137.64143865857406
149,7.41,9.4,197,33.8,106.3772968683155
259,8.74,4.4,253,32.5,111.46102905662907
188,7.66,8.8,409,44,130.23249603091125
254,8.69,1.3,302,41.3,125.99320989050186
136,7.54,11.6,177,46.7,126.60189781933522
235,9.07,2.1,201,37.8,121.01305200918796
156,8.21,7,320,36.3,114.06112241689996
200,7.85,9.2,241,37.7,114.3393093057112
164,7.75,5.4,291,58.4,156.68657724155415
227,8.56,4.2,178,37.1,119.02135592902852
122,6.96,11.6,318,39,111.76403513966436
225,8.36,3.7,124,35.8,112.81180934568778
224,8.93,5.4,310,56.6,158.64568441760068
247,9.15,0.2,333,54.8,154.24955251702173
132,7.26,11.3,243,39,114.48253476697649
229,8.93,1.4,282,56.9,154.5265848022294
83,6.69,11.5,273,34.3,99.81020055720477
113,7.53,8.1,293,51.4,137.79448904879175
139,7.26,8.2,356,53.5,141.59275260654553
192,8.2,6.8,332,48.1,135.81339094413866
274,9.13,0.2,304,44.5,135.41461028509275
226,8.96,3.1,206,32.4,111.56422600504528
213,8.54,2.3,386,33.7,108.64523294182491
124,7.05,9.7,366,43.4,120.056322035244
150,7.13,10.5,455,38.3,110.16662228202098
186,8.8,4.6,434,40,123.17082254727264
217,8.59,2.6,160,44.7,131.8719418636949
123,7.95,2,227,33.5,107.71723506767654
210,8.16,6.3,574,33.4,106.95735031566322
220,8.54,2.5,283,62.7,163.94302146227994
182,8.08,3.1,264,53,146.21713144889972
253,8.99,1.7,399,35.4,118.1243736213031
202,8.25,2.9,233,41.7,127.03320253702066
220,8.72,4.7,356,43.5,129.02207356377752
189,8.47,5.9,449,40.4,120.05444691272488
228,8.65,4.2,192,35.3,118.76612098373054
129,7.04,9.7,364,71.1,177.07515611504112
207,8.42,4,193,45,131.90509749978875
196,8.33,10.6,395,47.8,138.09114837739628
70,6.59,9.6,200,43.6,116.92192108676176
233,8.73,7.8,351,38,118.19356177761745
124,6.74,11.7,223,51.8,134.21911518942
226,8.19,5.2,186,40.3,120.1638107719788
163,7.9,6.2,296,58.9,157.53769886600912
245,8.93,3.4,318,50.3,142.52058108402616
102,7.01,10,149,43.1,122.42996535873462
108,6.63,11.4,263,31.9,97.52868805763468
223,9.23,0.2,377,52.9,150.1415699487587
277,8.73,2.5,303,35.4,114.90264988476213
197,7.91,7.9,384,52.3,145.64616232498767
204,7.89,6.9,304,33.2,107.97219050652348
92,7.17,6.3,316,72,179.42430344270693
231,8.27,2.5,289,51.3,143.7627264121779
194,7.64,5.6,412,37,112.02657173003614
176,8,5,468,37.4,117.68292351211008
158,7.55,5.6,307,60,160.000143784556
172,7.89,10.2,385,42.9,126.91880313551408
144,8.05,11.7,363,60.7,161.07531840031862
164,8.41,7,374,34.9,112.5964828683328
123,7.28,6.7,190,56.5,150.2065806624414
188,7.97,6.9,444,60.2,158.16665341142135
188,8.68,2.2,345,39.1,118.1433909693585
246,8.82,0.6,367,64.9,175.18366005530325
170,8,8.8,300,35.1,107.14137893763916
191,8.4,5.6,518,41.1,124.20336737696842
144,8.4,5.5,332,49.7,141.90049564269663
131,7.76,10.1,126,35.9,111.72773478061175
210,8.96,4.6,523,35.5,116.17885247502964
149,7.14,9,379,51.4,137.03429238740574
115,7.79,5.8,82,49.6,140.12273171979092
155,7.33,8.4,398,46.2,132.5272675338125
184,8.6,5.8,285,43.7,132.1623576178509
193,7.99,2,461,40,116.06269819735203
171,7.62,4.6,324,54,148.8991523708059
218,9.15,3.1,410,62.9,171.4378881076275
277,9.31,1.9,197,30.1,107.79982855863858
164,8.46,6.3,245,34.2,111.94406647174212
176,8.42,6.1,347,48.5,138.90662785358657
124,6.77,9,404,45.1,123.89947360470256
196,8.3,4.8,261,47.9,139.3383141386618
191,8.28,4.7,252,65.3,173.42320384497248
249,9.43,2.4,372,48,145.13052449208843
124,7.35,7.6,121,49.2,139.91585339046063
212,8.84,4.6,280,33.3,112.12883172738816
137,8.19,10.2,223,32,105.3647623147706
233,8.73,3,408,34.3,107.82873377884876
180,8.11,5,155,37.6,121.13342800649224
275,9.02,2,212,54.4,152.93464635640737
215,8.76,4.2,435,38,124.54946943019078
131,7.28,12.9,279,42.2,121.54928713600998
255,8.97,4,406,44,135.92686039779358
141,7.76,10.5,315,47.8,134.1805793576475
148,7.7,6,435,50.6,140.72294150939624
265,9.34,0.2,153,38.7,124.52791595928451
133,7.83,7,338,38,114.777758601253
220,8.73,8.4,328,49.9,143.209212350755
139,7.57,8.8,469,50.2,140.27566867168852
118,7.58,10.8,334,34.1,105.697083706057
206,8.56,0.5,231,47.6,133.9246350111184
235,8.41,3.7,270,50.7,143.05822150234033
266,8.9,6.1,287,46.7,138.97958121107254
208,8.3,0.2,396,45.1,132.93291143270287
243,8.76,5.5,182,45.3,135.63313563495484
171,7.99,5.9,415,71.3,179.16579695826184
167,8.41,9.3,290,33.6,109.9874841160224
176,8.09,8.3,426,58.9,160.18571841989413
216,8.28,6.5,468,33.1,110.1531573629353
263,8.93,3.3,309,52.7,149.60007745791177
133,7.92,8.8,251,61.8,162.5562148276344
86,6.74,13,289,43.4,123.47567566375608
240,8.63,0.2,298,46,131.81414390844137
219,8.94,3.6,243,53.6,151.02634004617374
189,8.21,9.1,225,60,161.96492415871492
219,8.43,2.5,273,60.8,160.51445246923754
239,8.01,3,498,65.6,171.8092557248635
165,7.98,7.2,203,54.1,151.8557280421044
218,8.32,0.2,312,54.1,149.79187869312733
173,7.83,7.2,263,46,130.59309195007285
163,7.38,4.4,450,50,137.8498234280681
140,6.83,7.2,260,50.1,133.7918556584254
172,7.92,7.4,416,36.6,114.42680074815814
205,7.86,3.4,453,31.8,104.7088709288994
270,8.96,2.1,284,57.9,160.60538332246023
288,9.28,0.2,216,31.8,107.64661568450056
204,7.79,7.6,262,76.3,188.91355854508183
260,8.63,1.8,337,39.7,121.36400526868938
152,7.99,7.9,237,50.9,143.34476100109967
173,8.33,8.7,208,47.1,131.93358965068614
162,7.8,5.7,276,46.8,128.8273496825349
173,8.41,7.9,385,44,128.7424403504798
221,8.14,5.4,188,41.2,123.88878969596118
170,7.62,8.9,192,56.4,149.07286790367002
136,7.12,9.2,257,45.3,127.97349807419212
161,8.01,7.4,359,35.6,111.91673994031036
134,7,8.3,401,51.4,137.4587207635228
268,9.59,1.3,431,60.6,170.78765627306356
230,9.06,1.2,422,30.3,106.67673032563874
143,7.67,7.3,301,55.9,149.2581299455757
224,7.99,5.5,219,44.7,129.81222986883634
178,8.17,3.5,321,41.7,125.5450267159552
159,7.38,8.6,280,31.2,100.0125666897241
68,6.99,11.2,160,57.6,148.83397958410106
110,7.27,7.4,372,51.4,140.86040441012835
163,8.11,10,286,70.8,184.4558724511172
168,7.89,6.7,282,42,124.00254911308666
170,7.31,10.2,426,49.1,135.03820932492437
176,8.28,4.5,304,61.3,163.8487498384403
230,8.38,2.2,365,40.9,128.02283169260556
110,6.52,7.7,230,45.9,124.95263106427156
208,9.04,3.2,377,42.1,129.08341194260012
274,9.4,2.1,289,39.9,121.78416439560549
182,7.29,9.2,290,42.6,118.51943646993894
165,7.86,6.9,321,63.6,166.34465359877888
281,9.64,2.8,486,45.6,139.81258808968622
213,8.44,6.3,128,54.4,151.55374491772324
236,8.42,3.7,349,42.6,128.94301356089724
215,8.47,6.8,329,33.5,108.96169518135908
223,7.8,0.6,367,48.5,138.42917758896513
295,9.1,3.3,457,46,135.65696791426083
193,7.85,8.6,384,37.1,111.03311455911388
231,8.83,4.3,91,41.8,125.29202764489236
163,8.23,2.4,439,48.7,140.03459404837304
150,7.81,8.3,186,45.7,130.28416011532153
263,9.34,0.2,232,44.1,136.479635843641
170,7.56,7.1,182,40.7,118.66458715688584
155,7.17,7.9,284,51.4,137.4662157955744
170,7.67,9.3,289,38.3,114.21329484974696
127,7.61,8.5,206,38.6,111.54476635151654
173,8.09,4.5,278,40.8,119.71076947917176
126,7.32,6.6,82,43.3,120.31593070728309
248,8.7,2.5,344,65.4,176.40864454395071
193,7.53,7.7,351,50.8,138.0553398172744
189,8.74,5.7,281,44.5,134.27891970558034
262,8.91,0.2,297,38.5,124.58298120338392
134,7.96,8.7,162,50.5,140.41645038178012
203,8.86,6.2,214,66.4,177.66775781270474
83,7.76,12,274,46.3,127.89786496120782
249,9.37,0.7,284,40.8,126.8126604449604
216,9.16,3.8,435,53.8,153.51242969876566
141,7.4,11.8,382,50.2,137.9981738066723
223,9.23,0.4,204,55.6,155.83120376540225
249,8.82,2.9,279,54.2,157.8697179984536
243,8.94,5.2,327,53.8,151.3832197218152
139,7.75,5.9,406,32.3,103.47848711326009
255,8.69,0.2,442,33,110.74958373430702
190,7.66,7.2,343,39.1,116.447962730452
193,8.53,7.9,336,41.7,124.7628652259458
137,7.87,9.7,448,45.4,132.24061132792662
152,7.62,9.6,448,54,149.3310906464144
168,7.85,7.4,423,52.3,143.79061205790032
204,8.58,4,177,53.5,151.02453469080615
207,8.34,4.4,371,66.1,173.7051750029947
218,9.06,3.4,181,66.3,179.93291043540432
189,8.47,8.4,293,38.4,116.8376652114803
153,8.03,5.4,264,49.7,144.19172044798896
149,7.02,7.4,285,44.4,122.69293750442333
188,7.65,4.2,297,44.6,124.53230117112382
180,8.22,9,382,57.9,156.19816434561386
225,9.28,6.4,435,48.9,144.49341696829
196,8.52,4.7,478,38.3,122.44724241536044
124,7.08,7.6,271,46.4,130.02241935354263
234,9.28,0.6,514,37.1,120.88491686409157
227,8.57,3.5,241,57.8,155.6710329520237
147,7.8,10.7,235,54.1,145.46792451065576
223,9.03,4.2,498,43,130.82343013554143
163,8.11,8.3,328,38.8,123.25605222692118
216,9.31,4.2,332,56.9,156.62954485156317
163,8.17,8.8,397,42.9,128.91210930369203
207,8.46,1.4,258,32.2,105.64553148553216
153,7.37,9.7,248,53.9,147.98198179997485
171,7.74,7.4,338,47.4,131.22159872005318
198,8.32,5.5,245,37.5,116.88724646932548
109,7.55,11.3,375,36.6,108.7508981165945
168,7.81,5.2,200,34.9,110.65703285272336
157,7.3,6.4,173,67.5,174.46755897747616
227,8.88,0.6,479,53.8,155.9014420128023
152,8.25,6.2,304,54.4,151.64520131517904
170,8.2,5.2,375,60.2,165.08653250915566
213,8.86,5.2,273,42,130.7928478173233
186,8.89,2.3,515,51.7,147.586250176352
140,7.98,6.9,287,48,136.8540744765694
190,7.81,6,188,33.5,104.10601157704814
265,8.99,1.7,309,53.8,152.17959566119802
255,9.18,0.8,206,48.3,144.94192741669764
117,7.26,6.8,291,38.1,113.5825682869647
183,8.21,8,273,36.1,114.16471466325066
210,8.49,4.4,204,38.6,117.5737379206256
155,7.6,7.9,385,57.9,152.59097353933177
232,8.85,5.1,395,59,160.72078797249287
162,7.35,9.6,389,32.4,102.340591740027
127,7.49,8.1,248,35.8,107.06898473906688
165,7.66,8.4,301,62.8,165.02408278019809
219,8.69,8.4,280,44.2,129.6171671761329
152,7.97,5.9,277,35.4,114.30706091627071
214,8.17,5.7,482,46.3,134.3711826989562
231,8.51,3.4,192,41.6,124.34799277549348
114,7.8,11.2,417,34.6,108.68209186500243
188,7.6,3.9,177,41.9,121.09509360154408
147,7.81,8.1,306,48.4,136.5922959195193
97,7.06,10.6,333,30.7,97.1870654375206
187,8.28,10.9,241,47.6,134.57177165467704
149,8.17,6.5,167,58.6,156.46737224236108
205,8.13,4.5,421,45.5,132.24918736947913
186,8.36,5.3,237,38.4,121.87810381750312
236,9.13,1,300,31.9,111.61923401734184
199,8.08,10.7,391,54.4,147.9508650527638
131,7.11,8.5,421,45.6,128.40184580329498
236,9.06,2.3,239,35.9,117.0028632944874
164,7.47,8.1,254,44.6,127.15262730343682
245,8.8,0.2,274,48.8,142.1207229814731
116,7.22,11.6,324,47.2,135.65089952744677
243,8.43,4.3,301,45.6,130.97942237882555
169,7.18,8.3,311,58.8,153.70183971802572
209,8.18,4.4,132,62.4,162.14004542406477
189,8.27,9.1,324,35.7,113.92967184591753
186,8.18,4.9,50,41.1,125.2932169434428
146,7.51,6.6,331,38.3,117.0413244822023
221,8.26,6.8,289,51.6,140.64970949632576
156,8.27,4.2,290,48.6,139.37553899438808
209,8.09,9.2,454,78,199.6367399027673
171,8.35,4.3,337,73,186.92196827391535
148,7.69,8.7,50,53.4,144.8256989358361
266,9.09,3.6,396,42.9,131.17692555559051
186,8.09,6.6,353,35.4,111.98003750286608
133,7.75,8.5,246,44.3,128.68031975149194
135,7.9,5.1,253,58.4,158.93564176742296
229,9.06,0.2,321,42.5,130.10902481911003
112,7.07,8.7,256,62.1,159.94255609094495
148,7.24,10.5,143,42.6,126.37599575444293
128,8.21,9.5,350,49.4,140.71219785622998
220,8.76,4.5,385,43.6,131.37750621865968
217,7.79,6.2,268,60.4,157.0655137494331
191,8.42,3.5,396,35.6,113.30571209524446
203,8.36,4.5,361,44.5,130.35734769366624
215,8.42,2.1,251,47.9,137.87790834038125
203,9.18,1.4,349,47.1,138.94916471745765
180,8.16,4,445,31.2,101.82636869511458
142,7.4,10.4,368,60.4,156.35845273635977
183,8.79,4.2,384,42.4,128.3209909692005
116,7.1,10.4,334,49,136.23626529605724
131,7.07,10,184,47.3,132.04817325311865
192,9.09,2.4,365,70.4,185.5300497641139
160,7.23,5.2,373,67.2,167.17816709092253
150,8.21,6.3,340,38.7,116.7608331429281
240,9.17,3.4,188,69.2,183.334478933519
216,8.56,3.9,307,43.8,130.6072760084566
229,8.55,3.2,420,40.1,121.62478544859836
169,7.03,8.8,250,39.7,118.5633613816638
143,8.2,10.5,278,47.1,134.6554649311633
273,9.56,0.5,321,47,139.372111059521
163,7.96,5.4,410,50.4,140.31747648543498
109,7.31,11.3,420,35.7,105.93924483681316
116,7.28,9.2,320,39.1,114.91231141455064
230,8.31,2.7,358,40.2,122.41726722817975
172,8.75,6,253,42.4,129.26117522325677
261,8.83,2.2,353,37.3,115.50628348175157
214,8.68,0.2,190,35.7,115.24142258194132
185,7.9,7.2,230,43.6,127.3209001610833
143,7.87,9.1,199,44.9,126.30778310499105
243,8.51,3.6,402,40.9,126.2607312794608
109,7.44,13.4,418,45.5,129.76834175818863
185,8.46,8.6,368,34.4,115.69923872230888
204,8.18,6.7,150,54.4,150.01340597475144
177,7.53,9.2,383,44,125.743467055036
179,7.56,8.5,239,61,159.99317166816488
123,7.45,15.1,491,34,105.3895324618006
171,7.8,10.1,230,50,135.30305444932466
121,7.84,9.7,220,49.2,134.25774588271554
111,6.93,13.4,184,42,118.4949220664176
118,7.27,9.4,242,31.5,98.187865238867
257,8.89,2.5,275,30.3,105.15947305011488
107,6.81,11.5,217,36.6,103.02758325347894
72,6.38,13.9,265,55.6,140.10260349094648
196,8.46,7.8,305,42,124.09703312212253
166,7.48,12.2,333,53.2,145.7721164421205
161,7.76,6.5,441,33.3,103.20301998581976
126,7.27,8.3,222,37.1,108.95097209284694
146,7.38,5.4,284,37.1,111.2597476373481
196,8.33,3.5,492,77.5,196.00450727634976
218,8.65,3.5,500,43.7,130.94283435733593
117,7.36,10.2,50,43.9,129.21012396409137
189,7.84,6,236,39.6,116.15079265748354
162,8.26,6.2,322,42.7,126.0890607201804
209,8.1,1.6,283,39.3,118.06648110051252
194,8.9,2.2,295,45,137.5247908536649
93,6.11,18,390,56.3,141.61103015421946
218,8.21,4.2,251,61.3,163.48582619244857
147,7.59,12.2,295,47.9,135.32426722864545
136,7.43,10.4,376,53,141.0328189281032
165,7.96,4.5,347,44.5,132.11035163148404
60,6.7,15.2,335,43,120.85152483094848
176,8.07,3.1,410,38.7,115.60158678093929
205,7.69,5,257,37.2,113.75915561811549
186,7.96,7.5,198,41.3,121.97338571353386
229,8.67,5.1,293,63.3,170.57645754398865
240,9.21,1.6,284,36.9,119.67004960596869
166,8.24,9.3,264,43.8,130.9410320735567
177,7.84,8,303,38.8,114.09779922859332
199,8.06,9.1,337,43.9,127.05476660560817
249,8.77,3.7,361,35.2,113.7516186444892
260,9.18,5.2,282,45.3,134.50840255029732
128,8.14,8,325,34,106.62008991246762
157,7.82,3.1,312,58.8,156.66403951884666
217,8.72,3.5,273,49.5,142.33564973428653
222,8.17,5,115,41.1,117.95131445049915
159,7.99,8.7,223,73.3,188.6311469114388
191,7.99,3.5,89,46.8,134.0494514719704
232,9.36,1.9,395,49.3,150.23241474629663
208,7.64,5.4,323,46.2,131.9703964761022
79,7.06,8.9,260,68.1,170.606081382076
232,8.77,0.6,351,38.2,125.8447822939162
233,8.6,7.8,342,42.9,134.46445204783103
174,7.77,7.3,407,46,128.41257636741963
169,7.4,8.6,288,58,153.93806391191086
118,7.43,9,295,30.2,97.1275061627357
113,6.55,8.2,252,43.3,119.72410229310802
133,7.19,5,374,62.5,161.4050854571376
123,7.55,10,166,33.8,102.8261990742619
209,8.76,3.5,389,33.8,111.97117916048512
186,8.71,3.9,251,46.9,140.84849472628358
212,7.76,4.9,143,41.8,122.07181999173038
103,6.78,13,465,67.8,169.17414657860309
185,8.21,5.2,187,38.1,120.04714401267492
274,9.01,2.7,399,52.4,151.64679248136588
269,8.82,2.3,402,49.4,139.60301036323744
261,8.52,5,179,47.5,138.05711394652437
168,7.35,2.6,291,69.9,179.85709446935547
186,7.84,12,277,37.9,117.83055269983828
99,7.17,11.9,251,53.4,143.48990320762846
163,8.28,3.5,317,61.8,166.4424416142258
221,8.9,4.1,310,42,126.10612957562265
151,7.15,13.8,257,41.1,118.55026313376275
198,8.33,0.2,360,43,125.74110212962437
166,7.73,11.7,372,37.9,113.53396386380612
207,8.28,3.6,235,48.2,139.67120736755922
250,8.51,5.7,342,50.8,141.8762137766177
110,7.06,11.7,409,45,125.83383650174612
208,8.88,3.8,348,56.6,158.4566640789431
199,8.5,5.6,214,44.2,131.00982393967928
220,8.37,1.9,150,41.1,127.69437764367083
217,9.29,3,299,66.1,176.60530534284948
216,8.31,7.2,428,52.3,147.3622605228712
179,7.71,8.8,325,37.9,114.17213886509866
237,8.76,4.5,261,38.5,120.27833551233216
213,8.22,0.4,228,62.1,166.22818246770478
153,7.79,12.2,362,56.2,149.30919881863215
104,6.6,9.8,242,63.5,157.3730981669632
183,7.58,6,376,50.9,138.71103824903315
173,7.97,8,385,45.3,133.95351429951089
142,7.35,10.2,346,34,104.86152954922504
194,8.27,6.5,337,59.3,160.61286879645576
174,8.27,0.2,344,40.4,121.77030672464493
236,8.81,3.4,267,31.7,108.39098546390764
182,8.02,7.8,442,56.2,150.5966409139657
161,7.12,7.9,250,59.1,156.1158209331373
241,8.79,5.7,400,39.9,124.9194105204827
131,8.01,13.1,312,59.1,156.63709435461658
162,8.22,12.4,298,44.8,130.80910649162396
197,8.4,6.9,149,47.4,138.23266323899827
285,9.42,0.2,363,55.9,160.01546196410922
190,7.94,7,327,52.4,147.46386803175375
200,8.21,3.4,284,40.4,120.62402449021027
228,7.99,4,356,56.9,155.98227323098078
178,8.23,6.8,294,40.8,124.82309601988244
174,8.3,7.6,225,53.5,148.17503373619428
166,8.2,7.1,253,47,133.04814661435623
222,8.12,6.4,427,42.3,123.02170961823096
241,8.91,2.1,203,41.1,127.66557391588994
170,8.13,4.2,246,57.3,155.10774653255822
125,7.53,14.5,231,39.1,119.4082053337029
202,8.46,4.5,508,62,167.3702759209924
130,7.68,7.3,159,48.1,133.856110249673
163,8.06,8.2,424,42.2,122.6489155030058
262,8.94,2.6,257,46.8,137.13519665078948
234,8.1,5.9,350,42.9,126.98577678579466
208,8.91,2.9,194,51.1,145.8481307058867
235,8.82,3.4,264,51.5,148.12846024046138
179,7.93,4.2,357,44.6,128.18132389566043
229,8.62,4.6,403,47.5,137.88888018241104
113,7.41,7.2,260,32.8,101.18898065438434
244,8.81,3.7,285,52.9,153.66008716981742
265,9.48,0.6,408,40.3,128.6652434629408
217,9.02,3.1,232,36.5,118.56126728099888
183,8.18,9.6,418,34.7,106.91627517023188
237,8.38,5.7,283,56.9,157.01958379909863
178,7.91,8.8,200,45.9,129.30275282224056
168,8.29,5.2,340,51.1,141.8669568512914
240,9.11,0.3,366,41.2,129.7866823420433
229,9.18,2.6,259,41.8,128.59459870698353
102,7.61,4.7,145,62.2,158.95325543999363
182,7.91,8.2,390,48.1,139.2898082197787
179,7.99,5.8,389,31.6,98.39518614921496
226,9.48,0.2,335,36.4,121.34562305971916
266,9.19,1,393,49.6,147.18449849816923
140,7.76,9.1,404,40,117.53806426667892
137,7.49,12.1,347,33.5,105.33857410282312
284,9.28,0.2,419,50.1,147.4782607767771
180,8.76,4.9,242,60.5,166.88124630582902
180,7.79,3.9,97,51.1,142.11819877590506
126,6.97,12.4,329,33.2,100.76023244181496
249,9.57,4.7,420,47.2,144.08198411588043
119,7.35,10.3,233,50.7,139.75124471301953
226,9.08,3.1,242,41.7,126.92686193172842
194,8.13,10.1,326,52.5,142.84842513200854
99,7.12,8.5,261,50.4,136.72055507998635
207,8.39,8.2,334,36.8,115.00207525044964
156,8.04,8.6,338,33.9,106.0289217748754
281,9.5,1.7,466,41.2,130.06786135903008
193,8.37,4.1,252,57.4,154.01000694702617
234,8.91,3.9,400,40.2,125.2724527026524
130,7.32,8.6,447,55.9,147.15014322491618
143,7.79,12.2,389,45.2,131.26432854838498
213,8.82,2,332,36.4,121.74897828232308
183,7.94,9.1,438,58.8,155.46804151262643
253,8.87,2.1,313,49.9,146.26532834188592
153,7.77,9.7,284,58.5,157.50029945553655
279,9.45,0.2,209,51.1,149.30961155138928
145,7.3,8.3,396,54.8,145.19270725188596
218,8.81,2.7,308,37.8,122.80061541367498
232,9.06,0.2,352,45.9,133.0890843635275
186,7.8,4.6,335,37.2,112.11361041681268
142,7.87,7.5,306,34.1,104.67631311268444
260,9.47,1.6,440,45.8,141.74062687789214
237,9.06,5.5,193,42.8,130.5185931347103
278,9.17,1.8,398,48,140.80065760106066
186,8.5,4.2,267,37.6,124.06808894813264
151,8.36,11.8,248,57.4,156.49992546422473
222,9.03,2.5,334,56.8,157.86250137626695
133,7.13,5.9,315,49.1,134.4497305002723
156,7.91,4.9,455,43.2,122.81315075849008
249,8.42,3.5,343,48.2,139.48060528534413
197,8.37,12.1,305,44.5,130.65767359784007
210,8.81,4.7,362,43.3,131.5870502450603
173,8.09,2.8,209,65.4,169.2852587281243
230,8.54,2.4,317,59.6,159.85403231570413
257,8.86,4.1,372,45.7,134.31317067344762
264,8.62,5.9,477,75.5,192.56402085381444
228,8.6,7.2,246,50.7,146.99809993336717
234,8.97,0.2,331,34,116.00829112361616
262,9.1,0.2,237,35.3,115.78621609392188
175,8.05,8,399,35.3,110.13212687883065
235,8.28,1.9,122,38.4,117.54192233915666
161,7.35,6.9,364,36,108.88847295570604
239,8.79,4.9,299,38.6,121.34380846740213
226,8.69,4.2,283,45.8,135.63006877553113
241,8.86,4.7,403,53.8,150.40664211790747
203,8.56,2.5,338,54.9,150.90620722235937
170,7.85,5.4,182,51.4,144.44415532749218
270,9.11,0.4,237,43.3,131.05274527779332
171,7.52,10.6,331,56.3,150.8060913904509
200,8.38,5.9,262,50.5,142.78605893239333
197,9.11,4.6,379,47.8,139.23430121569865
242,8.93,0.2,363,57.5,160.83212381882302
179,8.12,1.2,171,35.2,111.3462097469859
106,7.29,8.8,183,55.4,150.04956671242502
176,8.12,9.1,252,52,144.83491916925396
213,8.86,6.2,390,52.3,148.23690848359828
272,9.03,0.2,274,62.4,170.5065898266107
241,8.85,0.2,286,43.5,128.8788167019293
245,8.71,9,387,38.7,119.27821189321284
164,7.61,7.5,256,41.7,122.47054650227888
66,6.98,11.9,163,41.6,117.43375819755212
157,8.01,9,296,63.9,167.71807810729507
180,8.23,4.2,347,37.8,116.5195565811561
204,8.03,2.1,248,54.6,148.04897476245094
200,8.3,3.2,416,33.5,104.46262268183516
162,7.85,5.1,277,33.5,106.94766994035318
182,7.62,2.1,281,52.2,144.02327901529372
254,8.93,3.6,449,33.1,108.27256752929976
141,7.35,6.3,343,49.7,139.1148054369172
170,7.87,4.7,260,45.3,130.72030964737445
175,8.07,10.2,348,31.8,106.63328058998776
60,6.62,13.7,271,38.7,108.58565905751544
304,8.81,0.7,278,43.4,131.1835625767085
182,8.02,4.5,199,58.7,157.2999720821224
160,8.08,4.7,266,32.8,107.53701486376356
159,7.85,10.4,513,34.6,107.2982808641746
197,8.12,5.7,77,57.2,154.97980465609507
165,7.55,7.7,450,49,132.19268170251212
283,9.15,1.8,300,40.8,125.794757114259
174,7.49,7.3,246,43.7,125.10006776733024
205,8.25,4.5,391,39,117.83735701522356
182,8.35,3.7,311,54.2,150.06286102837706
269,8.76,5.2,517,46,134.86414805214957
